1580320	7440	So, they would prefer a definite 5 to
1583240	5880	10% to a probabilistic a 50% chance of
1587760	4280	50%.
1589120	4880	And what happens then is that you
1592040	3920	fundamentally you become highly
1594000	4080	conservative. You're more worried about
1595960	3720	downside avoidance than you are upside
1598080	4640	opportunity.
1599680	5000	And as a result, obviously both
1602720	5160	innovation and marketing, I would argue,
1604680	4760	are fat-tailed activities where 10% of
1607880	3400	what you do is probably more valuable
1609440	3760	than everything else. You know, you
1611280	3920	can't tell in advance which 10% it's
1613200	4800	going to be. They are processes of
1615200	4680	exploration and discovery.
1618000	3880	And what you do is you get rid of the
1619880	4320	discovery layer
1621880	5960	in the pursuit of efficiency. And in the
1624200	6200	short-term it looks like a great idea.
1627840	4720	But in the longer term it's it it proves
1630400	4880	fatal, I think, because you've lost the
1632560	6040	capacity to adapt, to reinvent, to
1635280	5680	reposition in pursuit of the occasional
1638600	5680	um the occasional breakthrough.
1640960	5480	>> We we have um a very startup oriented
1644280	3800	audience of which a lot of people are
1646440	3200	founder-led businesses or or they want
1648080	3440	to be. So, we could talk about like how
1649640	5200	big companies turned around, but what's
1651520	5160	an example of a startup or small company
1654840	3240	that you look at and you're like, "Oh,
1656680	3000	they nailed it and here's why they
1658080	2840	nailed it." Even though if if this was
1659680	2920	pitched at a big company, this would
1660920	2840	never have worked, but here it is
1662600	2880	kicking ass.
1663760	4040	>> I mean, the example that I always
1665480	5480	feature in my book is Red Bull, which is
1667800	5640	an example of a business that makes no
1670960	4560	sense. In other words, you could only
1673440	4200	really justify Red Bull on the basis of
1675520	4360	intuition. There was some pre-existing
1677640	4000	popularity in Thailand where I think it
1679880	4320	was bought by lorry drivers to keep them
1681640	4760	awake at night. Okay?
1684200	4440	But someone there was capable of making
1686400	5280	the leap of imagination
1688640	4800	into into an uncertain future
1691680	4240	where a drink which cost a lot of money,
1693440	5680	came in a tiny can, and research told
1695920	5480	them consumers basically found
1699120	5360	mildly repellent. Okay?
1701400	5160	In defiance of all the rational odds
1704480	4440	this had potential. And it's worth
1706560	4880	noting that generally there's always a
1708920	4120	lot of data from the past cuz all big
1711440	3200	data comes from the past. There
1713040	4200	generally isn't much data about the
1714640	5240	future. There two problems there, one of
1717240	4960	which is if you insist that every single
1719880	4840	decision is based on data, all your
1722200	3880	decision-making has a status quo bias
1724720	3560	because all your data comes from the
1726080	4680	past. There isn't any data about the
1728280	4480	future. The second problem that happens
1730760	4200	is that the the things you tend to focus
1732760	4600	on tend to be the same things that all
1734960	5000	your competitors are focused on.
1737360	4520	Which means that you, unwittingly
1739960	4040	perhaps, become more and more similar to
1741880	4040	every other business in your category,
1744000	3640	which means you become more and more
1745920	4320	indistinguishable and less and less
1747640	3920	distinctive, which effectively means you
1750240	3560	get involved in a kind of race to the
1751560	3840	bottom. You create kind of red water
1753800	3600	competition.
1755400	4560	And one of the things I would say is an
1757400	5480	almost unfailing trick
1759960	5720	to innovate, both to innovation and to
1762880	4880	brand building, actually, is to find the
1765680	3720	metric which your competitors have
1767760	4200	neglected, which they don't even bother
1769400	3760	to measure, or which is difficult to
1771960	3000	measure.
1773160	4080	Quite often it's an emotional metric
1774960	4960	rather than a, you know, a time, space,
1777240	4160	cost, price, distance metric.
1779920	2640	>> What's an example of that?
1781400	2760	>> Well, Apple.
1782560	3960	Uh in that everybody was asking the
1784160	4480	question, "What can a computer do?" in
1786520	4720	Silicon Valley at, you know, in the
1788640	4120	1970s. And Steve asked the question,
1791240	4160	"Yeah, but what does it feel like while
1792760	5480	you're doing it?" He asked aesthetic and
1795400	4840	emotional questions in an industry where
1798240	3240	everybody was focused on technological
1800240	3760	questions.
1801480	5040	But another example, the Uber map is an
1804000	4120	example of that, where riding in an Uber
1806520	4120	is more or less the same as riding in
1808120	5600	any other taxi. What Uber completely
1810640	5760	transformed was the experience of
1813720	3520	booking and waiting for a taxi.
1816400	2280	And by the way, [clears throat] at the
1817240	2880	other end of the journey, the experience
1818680	2920	of paying for it.
1820120	3160	So, the Uber map, whether this was
1821600	3440	intentional or whether it was just some
1823280	3920	software guys thinking it'd be a cute
1825040	4760	thing to do. When you booked a taxi by
1827200	4200	telephone, you rang up having no idea of
1829800	4120	what the likely availability or wait
1831400	3760	time would be. In many In many cases
1833920	2640	they say, "Yeah, we'll have a car for
1835160	3640	you in 10 minutes." You kind of go, "Oh,
1836560	4680	it's too early." You know, you had no
1838800	4400	idea. You had no expectation of car
1841240	3680	availability. And then when you'd booked
1843200	3000	the car, you had no idea when the car
1844920	4120	was going to show up, and you'd have to
1846200	5160	hover around on the sidewalk, you know,
1849040	3760	waving at any likely-looking car passing
1851360	4600	car that appeared to be looking for your
1852800	4480	address. Suddenly, Uber changed all that
1855960	3000	because it gave you an estimate of
1857280	2800	availability, it gave you an estimate of
1858960	3440	price,
1860080	3840	uh it approved your payment in advance,
1862400	3520	and then it showed you on a cute map
1863920	4320	what the license plate number was of the
1865920	3520	car and where it was and how long it was
1868240	3560	going to take to get there.
1869440	3800	>> The funny part is I think I remember
1871800	3400	Sean and I lived in San Francisco when
1873240	3080	Uber first came out, and uh you would
1875200	3000	pull up your app and you'd be like, all
1876320	4440	right, you'd see the cars driving around
1878200	4680	you. And you'd be like, oh, there's one
1880760	3560	nearby, maybe I could snag it. And I
1882880	2960	don't think that was even real. I think
1884320	3000	those were fake.
1885840	3480	>> I've also heard the same thing about
1887320	3840	pizza delivery.
1889320	3840	Uh which is when they say it's in the
1891160	4440	oven, you know, it's being you know,
1893160	4120	it's being prepared, it's in the oven.
1895600	3200	>> You just have to add probably, it's
1897280	4000	probably in the oven.
1898800	4240	>> Uh to be honest, I don't think they're
1901280	4400	actually scanning a barcode on every
1903040	5800	piece that goes in. There is a component
1905680	6000	to it, however, which is that if you
1908840	4640	feel that progress is being made,
1911680	4240	McDonald's probably make a and KFC
1913480	4320	probably make a mistake here in that if
1915920	3480	you order on screen at McDonald's, it
1917800	5120	basically says
1919400	5200	uh in preparation, ready for collection.
1922920	3880	And they could probably play a game
1924600	4720	there where they say, uh you know, being
1926800	4240	prepared, uh you know, on the you know,
1929320	3880	on the tray. They could give you an
1931040	4280	impression of forward movement because
1933200	4560	it's all to do with dopamine and and
1935320	4400	sort of uh effort and reward, and
1937760	4280	consequently, it's a little like if
1939720	5240	you're imagining a chimp hacking away at
1942040	4960	a termite mound, if it comes across one
1944960	4080	or two little termites, you know, just
1947000	4000	small pieces of reward, it'll keep
1949040	3960	going, it'll feel content to keep on
1951000	4120	going. Whereas if you have a long period
1953000	4640	of effort without any
1955120	4320	any seeming reward,
1957640	3920	fundamentally, the experience is very,
1959440	4360	very different. I mean, I remember a
1961560	4280	brilliant case of this. And it's simply,
1963800	4800	you know, it's it's it's mind hacking. I
1965840	6720	I make no apology for it. I probably
1968600	6160	would defend in court the practice of
1972560	5160	Domino's creating
1974760	4760	somewhat fictitious delivery cycles on
1977720	4040	the grounds that it simply makes people
1979520	4120	feel better. Now, the the having the
1981760	3720	cars circling around, I've heard both
1983640	4480	stories that they are to some extent
1985480	4680	accurate or that kind of what you might
1988120	4000	call they're figurative. So, they they
1990160	3360	they show you car density without
1992120	3720	actually showing you the actual
1993520	4160	accurately location of a car. I've heard
1995840	4440	various stories about this. There are
1997680	4720	also, by the way, elevator buttons
2000280	4400	door close
2002400	3840	which are placebo buttons.
2004680	3200	So, they don't actually speed up the
2006240	3360	closing of the doors of the elevators at
2007880	3360	all, but they give impatient people in
2009600	3240	the elevator something to do.
2011240	3560	>> true or is that a rumor?
2012840	4160	>> No, no. They they it it's effectively
2014800	3160	the illusion of agency.
2017000	3560	>> What?
2017960	5480	>> And I'm I'm I'm kind of mixed on this
2020560	4480	because my argument this gets very
2023440	4800	complicated. I mentioned this in my
2025040	4800	book, which is that Nurofen, which is
2028240	3080	kind of like Advil.
2029840	3560	And there were various variants more
2031320	4320	expensive than the standard variant,
2033400	4720	which were, you know, Nurofen for period
2035640	3560	pain, Nurofen for cold and flu.
2038120	3680	And
2039200	6000	these were formulaically, in some cases,
2041800	6800	identical to the base product. And my
2045200	5000	problem there is that the psychology of
2048600	4960	pain relief
2050200	5320	is so full of placebo effects that
2053560	4760	taking something that says for period
2055520	5800	pain and costs a little bit more will
2058320	5000	actually reduce your period pain more
2061320	4160	even though the chemical constituents of
2063320	3640	the drug are more or less the same. But,
2065480	3800	there are debates about the placebo
2066960	4480	effect and you know, all the way from
2069280	4200	people who claim that you can do placebo
2071440	4239	surgery. I mean, there are all people
2073480	5199	who claim that if you actually attempt
2075679	4681	to a fit a gastric band, then you don't
2078679	3281	fit the gastric band for whatever
2080360	4000	reason, uh
2081960	4520	the person will still lose weight.
2084360	4240	I mean, uh so there are people who are
2086480	4159	absolute placebo effect um
2088600	3880	fundamentalists all the way to people
2090639	3841	who are fairly skeptical, but where it's
2092480	4480	universally agreed is in the area of
2094480	4640	kind of analgesics and pain relief.
2096960	4960	Psychological factors, perception plays
2099120	6240	a massive uh role. And of course, there
2101920	5120	are forms of pain which are enjoyable.
2105360	4360	This is where it gets a stranger still.
2107040	6600	So, if you have if you have a cut on
2109720	5520	your um your shin, say, and you put some
2113640	3840	sort of um
2115240	4960	uh antiseptic on it, you want it to
2117480	5000	sting in a way because the sting is
2120200	4640	evidence of efficacy. The fact that it's
2122480	5120	hurting proves it's working, and so your
2124840	5280	reaction to this stinging pain is not
2127600	5080	entirely discomfort because you've
2130120	3520	reframed it as this is proof that it's
2132680	2880	doing its job.
2133640	2440	>> Yeah, it's like burning off the the
2135560	3320	germs.
2136080	4440	>> off the bad things, etc. And so, you
2138880	4440	know, this is where it gets really
2140520	4640	strange, but my argument is that nearly
2143320	3840	all organizations, and this is where
2145160	4680	innovators and and and family-owned
2147160	4280	businesses have an advantage because
2149840	3160	family-owned businesses are, for
2151440	4920	example, privately-owned businesses,
2153000	5720	founder-led businesses are free to use
2156360	4600	intuition
2158720	4240	in a way that publicly-held companies
2160960	4160	aren't because most people in a
2162960	3760	publicly-held organization feel that
2165120	4000	everything they do has to be rationally
2166720	5200	justifiable from the get-go. Now, what
2169120	4440	you do has to be justifiable eventually.
2171920	3720	Yeah, there's no point in doing
2173560	4800	something which fails decade after
2175640	5240	decade. I get that.
2178360	5720	But, the freedom to actually act on
2180880	5160	hunches, to act on intuition, to place
2184080	4040	bets for which there isn't much
2186040	3960	pre-existing evidence,
2188120	4080	is an advantage to the entrepreneurial
2190000	3840	business over the established business,
2192200	2960	cuz they can explore a much larger
2193840	3040	solution space.
2195160	4000	>> Hey, can I ask you a question on how you
2196880	3520	got good at this stuff? Because I know
2199160	2600	that you're a thought leader when it
2200400	3640	comes to this stuff, but you were a
2201760	4520	practitioner for years, and I think you
2204040	3480	were a direct response copywriter.
2206280	3360	>> Well, well, the story's even better. I
2207520	3400	think you were not in copywriting, got
2209640	2680	fired, and came back into the
2210920	4720	copywriting department, and went to the
2212320	4960	top, which is probably a lesson in fit
2215640	3560	and knowing your strengths and your
2217280	3520	nature rather than
2219200	2960	uh just thinking I'm good or bad.
2220800	4840	>> Now, I have to admit it wasn't an
2222160	6200	accident in that from about week three
2225640	4360	working as a graduate trainee in Ogilvy
2228360	4560	and Mather Direct, which was the direct
2230000	5480	response wing of Ogilvy. David Ogilvy
2232920	4960	was a massive advocate of direct
2235480	5280	response advertising because he believed
2237880	4040	that you learned what works.
2240760	3000	And he was absolutely right.
2241920	3240	>> Can really quick, define direct response
2243760	4840	for people who don't understand it.
2245160	5600	>> So, historically, and back in 1988 when
2248600	3720	I started work, when there was there was
2250760	5200	an internet technically, but there was
2252320	6760	no web, it typically meant direct mail
2255960	5920	and couponed press advertisements, or
2259080	5080	more late or later advertisements with a
2261880	3920	coupon or a phone number. But it was an
2264160	4200	advertisement which invited the
2265800	6320	consumer, buyer, customer, interested
2268360	6280	party to respond directly to an
2272120	4320	identifiable advertisement.
2274640	3800	>> So, for example, like here's one. It's
2276440	3600	like an ad for something and and
2278440	3800	there'll be a letter and at the end
2280040	3840	there's like a coupon and it says, "Fill
2282240	2400	this out and tell us you want to buy
2283880	2200	this vacuum."
2284640	3520	>> And the coupon would have a dotted line
2286080	4360	around it with a pair of scissors to
2288160	4120	encourage people to cut it out, or
2290440	4160	indeed to rip it out and put in their
2292280	5080	pocket. What would happen is on that
2294600	4320	coupon there would also be a code. You'd
2297360	3000	be asked to quote the code if you
2298920	5080	telephoned,
2300360	7120	which related both to the creative um
2304000	5600	execution and the media placement of the
2307480	4080	ad. Now, bear in mind in I think
2309600	3920	certainly in the 1920s, possibly in the
2311560	6160	19th century,
2313520	6360	long before medicine and science
2317720	4560	had grasped that there was such a thing
2319880	4360	as a randomized controlled trial, the
2322280	3000	advertising industry
2324240	3560	had
2325280	5000	started testing this kind of thing ages
2327800	6560	ago. Direct response copywriters would,
2330280	6040	for example, test headlines by running
2334360	4240	small classified advertisements at very
2336320	4000	low cost, each with a different little
2338600	4040	headline in a, you know, in an ad the
2340320	4560	size of a couple of postage stamps. And
2342640	4200	they would they would learn which one
2344880	4920	got more responses,
2346840	4800	and uh they would therefore,
2349800	4240	when it came to doing more expensive
2351640	3920	large full-page advertisements, they'd
2354040	4160	use the headline that had worked in
2355560	4280	miniature. But what had happened, and I
2358200	4760	assume this was at the behest of
2359840	5160	advertisers, but I don't know for sure,
2362960	4320	is that newspapers in the United States
2365000	5200	and the United Kingdom, when they
2367280	5200	produced newspapers, they were printed
2370200	3640	on two or sometimes four parallel
2372480	3040	presses,
2373840	4000	just to produce the number of newspapers
2375520	4360	you needed. Now, when these newspapers
2377840	3600	came off the presses, they were
2379880	4360	interleaved.
2381440	5320	So, it wasn't all the newspapers from
2384240	4720	from printing press A went to North
2386760	4640	Boston, and all the uh all the
2388960	4760	newspapers from printing press B went to
2391400	3960	South Boston. The output from the two
2393720	3720	presses was interleaved, a bit like
2395360	3720	shuffling a deck of cards. What that
2397440	4080	meant was you could run one
2399080	5200	advertisement in on press A, and a
2401520	4320	different advertisement on press B, and
2404280	4120	you'd created a randomized controlled
2405840	5280	trial where, effectively, which of the
2408400	4760	two advertisements you saw
2411120	4320	uh was effectively random. In other
2413160	4320	words, you and your neighbor might well
2415440	3680	get a different advertisement.
2417480	3440	But it solved that problem where had you
2419120	3040	not done that in delivering, you might
2420920	3080	have had a case where all the rich
2422160	3720	people got one advertisement and all the
2424000	3720	poor people got another. And of course,
2425880	4920	statistically then the result wouldn't
2427720	5800	be very very valid. And because of this,
2430800	5200	direct response advertisers endlessly
2433520	5320	tested both creative
2436000	4640	changes and indeed media selection. They
2438840	3040	might find that one medium would work,
2440640	3440	you know, four times better than
2441880	4320	another. And one creative execution
2444080	5000	would work twice as well as another. And
2446200	5960	sometimes very very small changes would
2449080	4360	make enormous differences. So, for years
2452160	4160	this would have run from something like
2453440	4400	the 1930s to the 1950s. There was an
2456320	3720	advertisement for a correspondence
2457840	4640	course which basically taught people to
2460040	4600	write more grammatically. And the
2462480	4920	headline was originally, "Do you make
2464640	5440	mistakes in English?"
2467400	5520	Then someone added the word "these". "Do
2470080	4640	you make these mistakes in English?"
2472920	3160	Which then peaks the curiosity of the
2474720	3360	readers. So, they want to know whether
2476080	5280	the whether they are the mistakes that
2478080	6080	they're making. And then somebody else
2481360	4480	added the word "Do you make these common
2484160	3720	mistakes in English?" Which
2485840	3320	destigmatized the idea that if you were
2487880	3000	making these mistakes, you were an
2489160	3560	ignoramus.
2490880	4440	And so, you would actually have in
2492720	4680	direct response businesses levels of
2495320	4480	testing at that level of kind of of
2497400	3920	detail. And the reason that's so
2499800	3960	important
2501320	3760	is that what you realize
2503760	3760	is that
2505080	4160	in psychology
2507520	3080	there are butterfly effects all over the
2509240	3480	place.
2510600	3880	You can do surprisingly small trivial
2512720	3680	things.
2514480	3560	And they make an inordinate difference
2516400	3160	to how people respond, how they
2518040	3520	emotionally respond, and consequently
2519560	3760	how they behave. And in many cases, that
2521560	3120	means whether they buy or whether they
2523320	3440	don't buy.
2524680	3520	And so, consequently long before there
2526760	3320	was behavioral economics, there was
2528200	3560	direct response advertising. And in
2530080	4000	fact, anybody who had worked in direct
2531760	4680	response advertising would have gone to
2534080	4280	one of those early practitioners in
2536440	3680	behavioral economics who said, "Yeah,
2538360	2840	we've done that for years."
2540120	2480	I don't know.
2541200	2840	And I'll give I'll give you an example.
2542600	4040	This is
2544040	4200	it's something like 1991, 1992, and I'm
2546640	4680	working on direct response advertising
2548240	5360	for the phone company. And
2551320	4160	we simply
2553600	4320	um were offering people the chance to
2555480	5240	pay a couple of pounds a month
2557920	4560	extra to receive what what called star
2560720	3840	services, I think, in the United States.
2562480	3760	Network services, which is you could
2564560	3080	have call diversion, you could have call
2566240	2880	waiting on your phone, and you could
2567640	3160	have something else.
2569120	3000	Wake-up call or something like that. And
2570800	3680	you And if you've paid a certain amount
2572120	3920	monthly, these facilities were added to
2574480	3360	your home phone line.
2576040	4120	And we wrote people letters, and it
2577840	4720	said, "Either send back the pre-laser
2580160	3520	coupon below in the in the postage-paid
2582560	2480	envelope,
2583680	3800	or call this number and quote this
2585040	5320	code." We gave them a choice of post or
2587480	4440	phone. And we had a slightly bonkers
2590360	3520	client who didn't want to offer the
2591920	4000	postal response. I don't know why. I've
2593880	4080	no idea why to this day.
2595920	3280	Okay? And so, we said, "Well, let's test
2597960	3520	it."
2599200	3920	Um Let Let's not just get rid of a
2601480	4000	coupon response, because that's
2603120	4720	dangerous, because, you know, if, you
2605480	4240	know, if you don't test this rigorously,
2607840	3600	you could end up effectively damaging
2609720	3280	your business quite significantly on a
2611440	2840	whim.
2613000	3320	And so, we tested three kinds of
2614280	4080	letters, 50,000 people each, randomized,
2616320	3680	completely randomized selection, as with
2618360	4960	the newspapers.
2620000	5920	And one lot got postal only, one lot got
2623320	5080	phone only, and one lot, as before, got
2625920	5280	the choice of phone or post.
2628400	5560	Post only, 5% response rate.
2631200	5520	Phone only, 2% response rate. When you
2633960	6800	offer people a choice, it was just it
2636720	6080	was 7%. Not quite, but almost nearly, I
2640760	4240	think, the sum total of the of the two
2642800	4320	independent response rates. That That
2645000	3080	That not surprise strike you as all that
2647120	2360	weird.
2648080	3240	But to an economist, this would be
2649480	4880	completely baffling cuz it would suggest
2651320	5560	that the more important factor affecting
2654360	4200	whether you bought the product was not
2656880	4520	what the product was or how much it
2658560	5600	cost, but how you were able to actually
2661400	5600	order it. And from that moment on, I
2664160	5960	remember thinking, "Okay,
2667000	5280	this is extraordinary because
2670120	4520	every now and then, there are almost
2672280	3960	certainly brilliant businesses which are
2674640	4240	failing
2676240	4640	because they failed to unblock some sort
2678880	3920	of psychological bottleneck. In this
2680880	3920	case, the psychological bottleneck might
2682800	4080	have been that, you know, all, you know,
2684800	4080	people just hated using the phone to
2686880	3720	order something.
2688880	3080	And you could have rationally spent
2690600	3320	millions and millions and millions of
2691960	4400	pounds trying to improve the product or
2693920	4280	to spend ages demonstrating what a great
2696360	3480	product it was.
2698200	4080	And yet, if you fail at one
2699840	5680	psychological hurdle, you can doom
2702280	5000	yourself. And so, it's very painful. I
2705520	3160	When people say, "How do you get good at
2707280	3440	this stuff?" I'll tell you I'll tell you
2708680	4120	my one trick, which is I think I have
2710720	4120	ADHD.
2712800	3840	Broadly speaking,
2714840	3280	I'm not very interested in the middle of
2716640	2920	things.
2718120	3120	So, I'm interested in looking at a
2719560	4120	question from a deep philosophical
2721240	4480	level, and I'm interested in trivia.
2723680	4600	I'm not really interested in
2725720	4800	in the in the middle because I think in
2728280	3840	complex systems, there are two things
2730520	3560	you can do. You can tinker with the
2732120	4120	details and achieve surprisingly
2734080	4360	valuable responses, or you can
2736240	4000	effectively come up with a new paradigm
2738440	3160	for what you're doing.
2740240	3240	It's very similar to direct response
2741600	4440	advertising where the rule is you either
2743480	4000	test one thing or you test everything.
2746040	3840	So, in direct response advertising, this
2747480	4680	would go back to the 1920s to 1930s,
2749880	4600	people like, you know, uh Claude Hopkins
2752160	4120	and the early kind of practitioners of
2754480	4160	scientific advertising as they like to
2756280	4360	call it, which is, you know, you either
2758640	3280	test the single word or you come up with
2760640	3120	a completely different advertisement
2761920	3960	with a different visual. If you test
2763760	4320	five things, you can't be sure which one
2765880	2880	of the five is making a difference.
2768080	2160	>> Right.
2768760	2880	>> You know, you've said a couple of things
2770240	3920	that I I think are pretty fascinating.
2771640	4920	The first one that I wrote down was
2774160	4040	competing on a different dimension. So,
2776560	4080	you mentioned the taxi versus Uber
2778200	4360	example. And I love this because if you
2780640	3280	just sat down with a piece of paper, you
2782560	3840	gave somebody a creative assignment, you
2783920	4400	said, "Hey, make a better taxi." They
2786400	3440	would almost always focus on the ride.
2788320	2840	The cost of the ride would be the first
2789840	2160	if I could make it way cheaper, that
2791160	2640	would be great. If I could make it way
2792000	3880	faster, that would be great. If I could
2793800	3760	make it way more premium in some way the
2795880	3160	ride. And what you pointed out was that
2797560	2960	there was a psychological bottleneck
2799040	5000	that was preventing people from doing
2800520	5120	it. When Uber first came out, I remember
2804040	2840	people thought it was overvalued. And I
2805640	3920	was living in San Francisco, they were
2806880	4640	raising money, and they were doing this
2809560	4760	analysis of what percentage of the taxi
2811520	5000	market if Uber made up 25% if it if it
2814320	4440	took 50% market share of the taxi
2816520	5280	market. And what ended up happening was
2818760	6120	in San Francisco alone, Uber tripled the
2821800	5560	taxi market within a couple of years.
2824880	4400	>> a very brilliant friend who had the idea
2827360	5440	for effectively a dynamic market in
2829280	7040	transportation before Uber. Actually, he
2832800	5480	patented something before Uber did.
2836320	5920	And he has a letter
2838280	5800	responding to his idea from Guy Kawasaki
2842240	4480	which said, "I can't really see this
2844080	5320	working in the United States." He said,
2846720	4840	"Americans don't take taxis very much,
2849400	3760	maybe in New York."
2851560	3280	And actually, when you think about it,
2853160	3880	pre-Uber,
2854840	4040	you know, LA was a motorist market if
2857040	4040	you were if you had a car and it was a
2858880	4640	public transport market if you didn't.
2861080	3480	It the taxi market was was relatively
2863520	2960	small.
2864560	3480	New York was an outlier. New York,
2866480	3240	obviously, the New York cabs were a
2868040	3640	major thing. But, you're absolutely
2869720	4400	right. Everybody was looking at it as if
2871680	4360	it was purely cannibalizing an existing
2874120	3360	market. Now, what the economists and
2876040	2880	what the Harvard Business Review would
2877480	3880	say is that they achieved this through
2878920	4040	lower prices. I don't think they did. I
2881360	2840	don't think Uber's actually reliably
2882960	1640	cheaper necessarily.
2884200	1880	>> Right.
2884600	4400	>> Okay? I think they achieved it through
2886080	5240	better psychology. And the example I had
2889000	4440	of what I call Uh uh
2891320	3480	these are the sort of fat tails. Jeff
2893440	2920	Bezos puts it very well. He says, you
2894800	3880	know, in baseball the most you can score
2896360	4080	is four, but in business you can hit a
2898680	4960	thousand.
2900440	5040	And I think that the fear of uncertainty
2903640	4800	and the and the unwillingness to
2905480	5480	experiment in business is causing people
2908440	4120	to endlessly try and sort of hit
2910960	4280	singles.
2912560	4800	And at the expense of occasionally
2915240	4640	trying to hit a thousand.
2917360	5040	>> But how do I like Shawn and I are both
2919880	4840	business owners. Like how do we go from
2922400	4680	being academic and also looking at past
2924720	4000	results to and analyzing past results?
2927080	3480	Because what's interesting is like you
2928720	4120	guys were talking about Uber. If you
2930560	4000	read their seed deck, even they said,
2932840	3320	they're like, we think that, you know,
2934560	2720	if we knock it out of the park, this
2936160	3000	might make a hundred million dollars a
2937280	3920	year, you know? Now they make hundreds
2939160	4320	of millions every week. What can you
2941200	4480	tell me where for the next week or two
2943480	3920	weeks I can shift my thinking and create
2945680	5120	a framework or something like that where
2947400	4280	I can go and deploy this stuff on my
2950800	3000	team.
2951680	5240	>> maybe a habit or a question I can start
2953800	4200	asking myself. An action I can take to
2956920	1960	get the sort of
2958000	2360	different type of thinking.
2958880	3160	>> I'll give you a real-world example. I
2960360	3840	worked on American Express, which is
2962040	4280	probably David Ogilvy always said, if
2964200	4080	you want to be a copywriter, spend the
2966320	4040	first five or six years of your life
2968280	3960	working in direct response because you
2970360	4360	learn what works, you also learn what
2972240	4560	matters. You also learn what not to
2974720	3200	leave out.
2976800	2680	I'll give you an example of that, you
2977920	4520	know, if you were selling a product by
2979480	5200	mail order and the coupon did not say
2982440	5360	somewhere, "Expect your product within
2984680	5800	28 days or it will be sent to you by
2987800	4200	post within 28 days." You'd probably
2990480	3880	halve the number of people ordering cuz
2992000	3640	you've now created uncertainty.
2994360	3760	You you've now created a degree of
2995640	5000	ambiguity. So, it also it also taught
2998120	4320	you attention to detail, actually, in
3000640	4640	advertising, which I think a lot of
3002440	4200	mainstream advertising misses, which is
3005280	3000	that's all very well and good. You've
3006640	3520	made a wonderful claim. You've changed
3008280	4240	people's minds about something, but
3010160	4000	actually, if you want them to act, they
3012520	3680	require a far greater degree of
3014160	5200	certainty than could often be achieved
3016200	4840	in just a poster or TV ad.
3019360	3280	So, it it it it was a bri- it was a
3021040	4000	brilliant training. Working on American
3022640	4720	Express was probably the best account
3025040	3760	you could possibly work on, um, in the
3027360	3640	sense that they do a bit of everything.
3028800	4840	It's a brilliant brand, but it also is a
3031000	4200	very, very professional direct marketing
3033640	3560	operation. And they do everything. They
3035200	3280	do member get member. They do card
3037200	3400	member communications. They do
3038480	4520	acquisition communications, you know,
3040600	4960	etc. You know, you know, all manner of
3043000	4640	stuff. Um, David Ogilvy, by the way,
3045560	3640	always wanted American Express to do a
3047640	4120	very simple thing, which they never had
3049200	3880	the courage to do, which was, uh, to
3051760	3840	write a letter which basically said,
3053080	4520	"Take out the American Express card, and
3055600	4160	if you aren't happy, if you don't want
3057600	4840	to keep it after your first year, we'll
3059760	5560	refund you double the fee." And nobody
3062440	4720	ever had the courage to do it.
3065320	3880	I still think it would actually it would
3067160	3920	work. But, here was the interesting
3069200	3520	thing working on American Express. There
3071080	3400	are little things that American Express
3072720	5160	did, like putting member since on the
3074480	4840	card, which cost nothing, but have been
3077880	3160	worth and American Express people have
3079320	3520	told me this, have been worth billions
3081040	3840	of dollars to American Express since the
3082840	4000	card was started. People are more
3084880	3720	reluctant to cancel,
3086840	4520	uh, because they don't want to, you
3088600	4920	know, rejoin and go back to year zero,
3091360	3760	if you like. You know, you know, I'm 60
3093520	3880	years old. If I had a card with member
3095120	4800	since 24 on it, it doesn't quite say the
3097400	5800	same thing as member since '93 or
3099920	4880	whatever. '95, I think. Okay. So, that
3103200	3920	was a tiny little bit of psychology,
3104800	4240	which cost absolutely nothing. But, it
3107120	3920	also is a testament to the kind of
3109040	4200	relationship they have, which is you
3111040	4160	where you know you are a card member, we
3113240	4200	don't just issue you a card from one
3115200	3920	year to the next. You know, we can see
3117440	3720	you know it's it's an intimation that
3119120	3240	they're in a relationship with you. But
3121160	2760	here's something that was a it was
3122360	3640	client's idea. I know I'm
3123920	4000	although the agency helped, but it was a
3126000	3800	client's idea.
3127920	3240	This is the late 80s, early 90s. We're
3129800	3280	encouraging people to get the American
3131160	3600	Express gold card, which was pretty
3133080	3360	expensive. I mean, you know, it was
3134760	2760	something like 80 pounds back in the
3136440	2920	80s.
3137520	3560	And we wrote long long letters
3139360	4760	explaining all the rational reasons why
3141080	6320	you want the gold card, you know, and um
3144120	5080	this client, I think, had the leap of
3147400	3160	intuition, which was
3149200	3400	people wanted the bloody gold card
3150560	4360	anyway. Okay, it's the late 80s, right?
3152600	3760	You know, it's a you know, an area
3154920	3080	a period of fairly conspicuous
3156360	3960	consumption.
3158000	3520	And is it they want this card anyway?
3160320	3640	You know, to be honest, we could just
3161520	3880	say it's a great looking card, you know,
3163960	2640	and people would apply. The reason
3165400	2640	they're not applying is fear of
3166600	3200	rejection.
3168040	3840	And so he managed to find a way in which
3169800	4360	you could actually say all you need to
3171880	3960	do to receive your card, not apply for
3174160	3440	your card, but receive your card, is
3175840	3320	sign your name on this form. What we
3177600	3720	know about you suggests you're virtually
3179160	4320	pre-approved for membership, and the
